smiles_b,reacted_b
O=CC1=CC=C(C=C1)C#N,N#CC1=CC=C(C[At])C=C1
O[C@H](C(O)=O)C1=CC=CC=C1,O=C([At])[C@@H](O)C1=CC=CC=C1
COC1=C(C=CC(=C1)C(O)=O)[N+]([O-])=O,COC1=C([N+](=O)[O-])C=CC(C(=O)[At])=C1
CCCCC(C)C(O)=O,CCCCC(C)C(=O)[At]
CCN(CC)C1=CC2=C(C=C1)C=C(C(O)=O)C(=O)O2,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)[At])C(=O)O2
OC(=O)\\C=C\\C1=COC=C1,O=C([At])/C=C/C1=COC=C1
CC(C)(C)OC(=O)N[C@H](C(O)=O)C1=CC=CC=C1,CC(C)(C)OC(=O)N[C@H](C(=O)[At])C1=CC=CC=C1
OC(=O)CC(C1=CC=CC=C1)C1=CC=CC=C1,O=C([At])CC(C1=CC=CC=C1)C1=CC=CC=C1
CCCCCCC(O)C(O)=O,CCCCCCC(O)C(=O)[At]
OC(=O)C1=CC2=C(O1)C=NC=C2,O=C([At])C1=CC2=C(C=NC=C2)O1
OC(=O)C1=C2C=CC=CC2=NC(Cl)=C1,O=C([At])C1=CC(Cl)=NC2=C1C=CC=C2
BrC1=CC=C(C=O)C=C1,BrC1=CC=C(C[At])C=C1
OC(=O)C(\\F)=C\\C1=CC=CC=C1,O=C([At])/C(F)=C/C1=CC=CC=C1
COC1=C(Cl)C=C(C=C1F)C(O)=O,COC1=C(F)C=C(C(=O)[At])C=C1Cl
COC1=C(C=C2C=CC=CC2=C1)C(O)=O,COC1=CC2=CC=CC=C2C=C1C(=O)[At]
C[C@H](NC(=O)OC(C)(C)C)C(O)=O,C[C@H](NC(=O)OC(C)(C)C)C(=O)[At]
OC(=O)C1=CC(F)=C(F)C=C1Cl,O=C([At])C1=C(Cl)C=C(F)C(F)=C1
OC(=O)\\C=C\\C1=CC(F)=CC(F)=C1,O=C([At])/C=C/C1=CC(F)=CC(F)=C1
O=CC1=CC=C(C=C1)N1C=NC=N1,[At]CC1=CC=C(N2C=NC=N2)C=C1
COC1=C(O)C=C(C=C1)C(O)=O,COC1=CC=C(C(=O)[At])C=C1O
O[C@@H](C(O)=O)C1=CC=CC=C1,O=C([At])[C@H](O)C1=CC=CC=C1
OC(=O)C1=CC=CC(CC#N)=C1,N#CCC1=CC=CC(C(=O)[At])=C1
OC(=O)C1CCCCCC1,O=C([At])C1CCCCCC1
COC(=O)c1cccc(c1)C(O)=O,O=C(O)C1=CC=CC(C(=O)[At])=C1
CC1=NN(C(=C1)C(O)=O)C1=CC=CC=C1,CC1=NN(C2=CC=CC=C2)C(C(=O)[At])=C1
CC1=CC2=C(NC(=C2)C(O)=O)C=C1,CC1=CC2=C(C=C1)NC(C(=O)[At])=C2
CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O,CN1C(=O)C2=C(N=CN2CC(=O)[At])N(C)C1=O
OC(=O)C1=CC(Br)=CC(Cl)=C1,O=C([At])C1=CC(Cl)=CC(Br)=C1
CN1C=C(C=O)C(C)=N1,CC1=NN(C)C=C1C[At]
CC(C)(C)OC(=O)N1CCC(CC=O)CC1,CC(C)(C)OC(=O)N1CCC(CC[At])CC1
CN1C=NC=C1C(O)=O,CN1C=NC=C1C(=O)[At]
OC(=O)C1CCC1,O=C([At])C1CCC1
OC(=O)C1=CC(O)=CN=C1,O=C([At])C1=CN=CC(O)=C1
OC(=O)\\C=C\\C1=CC(Br)=CC=C1,O=C([At])/C=C/C1=CC=CC(Br)=C1
FC1=CC(C=O)=CC=C1Br,FC1=CC(C[At])=CC=C1Br
CC1(CC1)C(O)=O,CC1(C(=O)[At])CC1
O=CC1=CSC=N1,[At]CC1=CSC=N1
OC(=O)C1=CC=CC2=NSN=C12,O=C([At])C1=CC=CC2=NSN=C12
CC1=CC=C(C(O)=O)C(=C1O)[N+]([O-])=O,CC1=C(O)C([N+](=O)[O-])=C(C(=O)[At])C=C1
OC(=O)c1nccs1,O=C([At])C1=NC=CS1
CC1=CC=CC(=C1)C(O)=O,CC1=CC=CC(C(=O)[At])=C1
OC(=O)\\C=C\\C1=CC(Cl)=CC=C1,O=C([At])/C=C/C1=CC=CC(Cl)=C1
O=CC1=CN=CS1,[At]CC1=CN=CS1
CC1=C(N=CO1)C(O)=O,CC1=C(C(=O)[At])N=CO1
OC(=O)C1=CC=NC(=C1)C#N,N#CC1=NC=CC(C(=O)[At])=C1
OC(=O)CC=C,C=CCC(=O)[At]
OC(=O)C1=CC=C2N=C(Br)SC2=C1,O=C([At])C1=CC2=C(C=C1)N=C(Br)S2
O=CC1=CSN=N1,[At]CC1=CSN=N1
Cc1[nH]ncc1C(O)=O,CC1=C(C(=O)[At])C=NN1
[O-][N+](=O)C1=CC=C(F)C(C=O)=C1,O=[N+]([O-])C1=CC=C(F)C(C[At])=C1
COC1=CC=C(C=C1[N+]([O-])=O)C(O)=O,COC1=C([N+](=O)[O-])C=C(C(=O)[At])C=C1
CCCCCC(O)=O,CCCCCC(=O)[At]
OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,OC[C@@H](O)[C@@H](O)[C@@H](O)C[At]
CSC1=CC(CC(O)=O)=CC=C1,CSC1=CC(CC(=O)[At])=CC=C1
C[C@@H](NC(=O)OC(C)(C)C)C(O)=O,C[C@@H](NC(=O)OC(C)(C)C)C(=O)[At]
CCOC1=C(C=O)C=CC=C1,CCOC1=CC=CC=C1C[At]
CC(C)(C)CC(O)=O,CC(C)(C)CC(=O)[At]
CC1=CC(C(O)=O)=C(F)C=C1Br,CC1=CC(C(=O)[At])=C(F)C=C1Br
FC(F)(F)C1=C(Cl)C=CC(C=O)=C1,FC(F)(F)C1=C(Cl)C=CC(C[At])=C1
COC1=CC(C=O)=CC(O)=C1OC,COC1=CC(C[At])=CC(O)=C1OC
BrC1=NC(C=O)=CS1,BrC1=NC(C[At])=CS1
OC(=O)CC1NC(=O)NC1=O,O=C([At])CC1NC(=O)NC1=O
O=CC1CCOC1,[At]CC1CCOC1
CC(C)C1=CC=CC(=C1)C(O)=O,CC(C)C1=CC=CC(C(=O)[At])=C1
CC1CC1C(O)=O,CC1CC1C(=O)[At]
OC(=O)\\C=C\\C1=CC(=CC=C1)C(F)(F)F,O=C([At])/C=C/C1=CC=CC(C(F)(F)F)=C1
O=CC1=CC=C(S1)C1=CC=CS1,[At]CC1=CC=C(C2=CC=CS2)S1
OC(=O)C1=CC=C(F)N=C1,O=C([At])C1=CN=C(F)C=C1
OC(=O)C1=CC(Br)=C(Br)S1,O=C([At])C1=CC(Br)=C(Br)S1
OC(=O)COC1=CC=C2C=CC=CC2=C1,O=C([At])COC1=CC2=CC=CC=C2C=C1
FC1=C(C=O)C(F)=C(F)C(Br)=C1,FC1=CC(Br)=C(F)C(F)=C1C[At]
OC(=O)CC1=C(F)C=CC=C1,O=C([At])CC1=CC=CC=C1F
CC1=CC=CC(C=O)=C1,CC1=CC=CC(C[At])=C1
COC1=C(OC)C=C(CCC(O)=O)C=C1,COC1=CC=C(CCC(=O)[At])C=C1OC
COC(=O)c1cccc(n1)C(O)=O,O=C(O)C1=CC=CC(C(=O)[At])=N1
CC(C)(O)CC(O)=O,CC(C)(O)CC(=O)[At]
OC(=O)CCCCC1=CC=CS1,O=C([At])CCCCC1=CC=CS1
OC(=O)\\C=C\\C1=CC=CO1,O=C([At])/C=C/C1=CC=CO1
OC(=O)C1=C2C=CC=CC2=NO1,O=C([At])C1=C2C=CC=CC2=NO1
OC(=O)C1=CC=C(I)C(O)=C1,O=C([At])C1=CC(O)=C(I)C=C1
OC(=O)C1=NC=NC=C1,O=C([At])C1=CC=NC=N1
COC1=CC(C(O)=O)=C(C=C1)[N+]([O-])=O,COC1=CC(C(=O)[At])=C([N+](=O)[O-])C=C1
OC(=O)CCCCCC1=CC=CC=C1,O=C([At])CCCCCC1=CC=CC=C1
CC(C)C1=CC=C(C=C1)C(O)=O,CC(C)C1=CC=C(C(=O)[At])C=C1
OC(=O)C1=NNC(=O)C=C1,O=C([At])C1=NNC(=O)C=C1
CC(C)(C)OC(=O)N1CCCC(C1)C(O)=O,CC(C)(C)OC(=O)N1CCCC(C(=O)[At])C1
[O-][N+](=O)C1=CC(C=O)=CS1,O=[N+]([O-])C1=CC(C[At])=CS1
CCN1C=C(C(O)=O)C(=O)C2=C1C(F)=C(F)C(F)=C2,CCN1C=C(C(=O)[At])C(=O)C2=C1C(F)=C(F)C(F)=C2
COC1=CC=CC(CCC(O)=O)=C1,COC1=CC=CC(CCC(=O)[At])=C1
ClC1=CC=C(C=C1)C1=CC=CC(C=O)=N1,ClC1=CC=C(C2=CC=CC(C[At])=N2)C=C1
OC(=O)[C@@H]1[C@H]2COC[C@@H]12,O=C([At])[C@H]1[C@@H]2COC[C@@H]21
OC(=O)C1=NNN=N1,O=C([At])C1=NNN=N1
OC(=O)C1=NC=CC=C1F,O=C([At])C1=C(F)C=CC=N1
ClC1=C(C=O)C=CN=C1,ClC1=CN=CC=C1C[At]
OC(=O)C1=NC=CC(Br)=C1,O=C([At])C1=CC(Br)=CC=N1
OC(=O)C1=CC(O)=C(C=C1)[N+]([O-])=O,O=C([At])C1=CC=C([N+](=O)[O-])C(O)=C1
OC(=O)C1CC2CC2C1,O=C([At])C1CC2CC2C1
COC1=CC=C(F)C=C1C=O,COC1=C(C[At])C=C(F)C=C1
OC(=O)C1=NC=C(Cl)N=C1,O=C([At])C1=CN=C(Cl)C=N1
CC1=CC=C(OCC(O)=O)C=C1,CC1=CC=C(OCC(=O)[At])C=C1
OC(=O)C1=CC(O)=CC(F)=C1,O=C([At])C1=CC(F)=CC(O)=C1
O=CCN1C(=O)C2=C(C=CC=C2)C1=O,O=C1C2=C(C=CC=C2)C(=O)N1CC[At]
OC(=O)C1=C(Cl)C=C(Br)C=C1,O=C([At])C1=CC=C(Br)C=C1Cl
OC(=O)C1=CC=C(O1)C1=CC=CC=C1,O=C([At])C1=CC=C(C2=CC=CC=C2)O1
OC(=O)CCCC1=CC=CC=C1,O=C([At])CCCC1=CC=CC=C1
OC(=O)C1=C2N=CC(Br)=CN2N=C1,O=C([At])C1=C2N=CC(Br)=CN2N=C1
OC(=O)C1=CC2=CC=CC(F)=C2N1,O=C([At])C1=CC2=C(N1)C(F)=CC=C2
CN1C=C(CC(O)=O)C2=C1C=CC=C2,CN1C=C(CC(=O)[At])C2=C1C=CC=C2
COC1=CC(C=O)=C(O)C=C1,COC1=CC(C[At])=C(O)C=C1
OC(=O)C1=CC=CO1,O=C([At])C1=CC=CO1
OC(=O)C1=CC=CC=C1OC(F)(F)F,O=C([At])C1=C(OC(F)(F)F)C=CC=C1
CC1=CC(=C(C=C1)C(O)=O)C(F)(F)F,CC1=CC=C(C(=O)[At])C(C(F)(F)F)=C1
COC1=CC=CC(C=O)=C1O,COC1=CC=CC(C[At])=C1O
CC(C)(C)OC(=O)NCC(C(O)=O)C1=CC=CC=C1,CC(C)(C)OC(=O)NCC(C(=O)[At])C1=CC=CC=C1
OC(=O)CNC(=O)OCC1=CC=CC=C1,O=C([At])CNC(=O)OCC1=CC=CC=C1
OC(=O)C1=CC2=C(S1)C=CC(=C2)[N+]([O-])=O,O=C([At])C1=CC2=C(C=CC([N+](=O)[O-])=C2)S1
COC1=CC(C=O)=CC(OC)=C1Br,COC1=CC(C[At])=CC(OC)=C1Br
OC(=O)C1=C(OC2=CC=CC=C2)C=CC=C1,O=C([At])C1=CC=CC=C1OC1=CC=CC=C1
O=C\\C=C\\C1=CC=CC=C1,[At]C/C=C/C1=CC=CC=C1
OC(=O)C1=CC=C2C=CC=CC2=N1,O=C([At])C1=NC2=CC=CC=C2C=C1
O=CC1=CC2=NON=C2C=C1,[At]CC1=CC2=NON=C2C=C1
Nc1ncc(s1)C(O)=O,NC1=NC=C(C(=O)[At])S1
CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1C(O)=O,CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1C(=O)[At]
FC1=CC=CC(Cl)=C1C=O,FC1=C(C[At])C(Cl)=CC=C1
CC(C)(C)OC(=O)N[C@H]1CC[C@H](CC1)C(O)=O,CC(C)(C)OC(=O)N[C@H]1CC[C@@H](C(=O)[At])CC1
OC(=O)C1=CC(F)=C(Br)C=C1[N+]([O-])=O,O=C([At])C1=C([N+](=O)[O-])C=C(Br)C(F)=C1
O=CC1=CC2=C(OCC2)C=C1,[At]CC1=CC=C2OCCC2=C1
OC1=CC=C(OC(F)(F)F)C=C1C=O,OC1=C(C[At])C=C(OC(F)(F)F)C=C1
OC(=O)CC1=C2C=CC=CC2=CC=C1,O=C([At])CC1=CC=CC2=C1C=CC=C2
OC(=O)C1=CN=C(Cl)C=C1,O=C([At])C1=CC=C(Cl)N=C1
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(Cl)C(F)=C2,CCN1C=C(C(=O)[At])C(=O)C2=C1C=C(Cl)C(F)=C2
CO[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(O)=O,CO[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)[At]
OC(=O)CCC1=CC=C(Cl)C=C1,O=C([At])CCC1=CC=C(Cl)C=C1
OC(=O)CC1=CC=C(F)C=C1,O=C([At])CC1=CC=C(F)C=C1
OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,O=C([At])C1=CC=CC(OC2=CC=CC=C2)=C1
CC1=C(C=O)C(C)=NO1,CC1=NOC(C)=C1C[At]
OC(=O)C1=CC(=CC=C1F)C(F)(F)F,O=C([At])C1=C(F)C=CC(C(F)(F)F)=C1
CC[C@@H](C(O)=O)C1=CC=CC=C1,CC[C@@H](C(=O)[At])C1=CC=CC=C1
OC(=O)C1=CC(F)=CC(F)=C1,O=C([At])C1=CC(F)=CC(F)=C1
OC(=O)[C@@H]1C[C@H]1C1=CC=CC=C1,O=C([At])[C@@H]1C[C@H]1C1=CC=CC=C1
OC(=O)C1=CC(Cl)=CC=C1,O=C([At])C1=CC=CC(Cl)=C1
FC(F)(F)C1=CC=C(C=C1)C1=CC=C(C=O)C=C1,FC(F)(F)C1=CC=C(C2=CC=C(C[At])C=C2)C=C1
OC(=O)CCC1=C2C=CC=CC2=CC=C1,O=C([At])CCC1=CC=CC2=C1C=CC=C2
OC(=O)CCOCC=C,C=CCOCCC(=O)[At]
O=CC1=CC=C(C=C1)N1C=CC=N1,[At]CC1=CC=C(N2C=CC=N2)C=C1
OC(=O)C1=CSC(Cl)=N1,O=C([At])C1=CSC(Cl)=N1
OC(=O)C1=CC(I)=CC=C1Cl,O=C([At])C1=C(Cl)C=CC(I)=C1
CC1=C(C=O)C2=C(N1)C=CC=C2,CC1=C(C[At])C2=C(C=CC=C2)N1
OC(=O)CCCCCl,O=C([At])CCCCCl
CC(C)(C)OC(=O)N1CCOC[C@@H]1C(O)=O,CC(C)(C)OC(=O)N1CCOC[C@@H]1C(=O)[At]
OC(=O)C1=C2N=CC=CN2N=C1,O=C([At])C1=C2N=CC=CN2N=C1
OC(=O)C(C1CCCCC1)C1=CC=CC=C1,O=C([At])C(C1=CC=CC=C1)C1CCCCC1
CC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O,CC1=CC=C(C(=O)[At])C=C1[N+](=O)[O-]
FC1=CC=C(C=O)C=C1C#N,N#CC1=C(F)C=CC(C[At])=C1
CC1=NC(=C(S1)C(O)=O)C1=CC=CC=C1,CC1=NC(C2=CC=CC=C2)=C(C(=O)[At])S1
OC(=O)C1=CC2=C(N1)C=CC(Cl)=C2,O=C([At])C1=CC2=C(C=CC(Cl)=C2)N1
CC1=CC(F)=CC=C1C=O,CC1=C(C[At])C=CC(F)=C1
OC(=O)[C@@H]1CCCO1,O=C([At])[C@@H]1CCCO1
CN1C=C(C(O)=O)C2=C1C=CC=C2,CN1C=C(C(=O)[At])C2=C1C=CC=C2
OC(=O)c1cnccn1,O=C([At])C1=NC=CN=C1
OC(=O)C1=CC=C(C=C1[N+]([O-])=O)C(F)(F)F,O=C([At])C1=C([N+](=O)[O-])C=C(C(F)(F)F)C=C1
OC(=O)C1=CSC(=N1)C1=CC=CS1,O=C([At])C1=CSC(C2=CC=CS2)=N1
Cl.CN1CCC(CC1)C(O)=O,CN1CCC(C(=O)[At])CC1
OC(=O)CC1=CC=C2OCOC2=C1,O=C([At])CC1=CC2=C(C=C1)OCO2
CC(C)(C)OC(=O)NC(CC(O)=O)C1=CC(Cl)=CC=C1,CC(C)(C)OC(=O)NC(CC(=O)[At])C1=CC=CC(Cl)=C1
COC(=O)c1cc(C(O)=O)n(C)n1,CN1N=C(C(=O)[At])C=C1C(=O)O
CC(=O)NC1=NC=C(C=C1)C(O)=O,CC(=O)NC1=CC=C(C(=O)[At])C=N1
OC(C(O)=O)C1=CC=C(Cl)C=C1,O=C([At])C(O)C1=CC=C(Cl)C=C1
COC1=C(\\C=C\\C=O)C=CC=C1,COC1=CC=CC=C1/C=C/C[At]
OC(=O)c1cccc(c1)C#N,N#CC1=CC=CC(C(=O)[At])=C1
OC(=O)C1=CN=CN=C1,O=C([At])C1=CN=CN=C1
ClC1=CC(Cl)=C(C=O)C=C1,ClC1=CC=C(C[At])C(Cl)=C1
OC(=O)C1C[C@H]2C[C@@H]1C=C2,O=C([At])C1C[C@@H]2C=C[C@H]1C2
COC1=CN=C(C=C1)C(O)=O,COC1=CC=C(C(=O)[At])N=C1
OC(=O)C(=C)CC1=CC=CC=C1,C=C(CC1=CC=CC=C1)C(=O)[At]
CC1=CC=C(F)C=C1C(O)=O,CC1=C(C(=O)[At])C=C(F)C=C1
O=CC1=CC(=CC=C1)C#N,N#CC1=CC(C[At])=CC=C1
BrC1=CC=C(S1)C=O,BrC1=CC=C(C[At])S1
CC(CC(O)=O)NC(=O)OC(C)(C)C,CC(CC(=O)[At])NC(=O)OC(C)(C)C
OC(=O)C1=C(Cl)C=CC=C1,O=C([At])C1=CC=CC=C1Cl
OC(=O)C1=C(Cl)SC(Cl)=C1,O=C([At])C1=C(Cl)SC(Cl)=C1
OC(=O)\\C=C\\C1=CC=CC=C1,O=C([At])/C=C/C1=CC=CC=C1
CC(C)(C)C1=CC=C(C=C1)C(O)=O,CC(C)(C)C1=CC=C(C(=O)[At])C=C1
CC1=C(Cl)C=C(C=O)C(O)=C1,CC1=CC(O)=C(C[At])C=C1Cl
OC(=O)C1=CC=CN=C1F,O=C([At])C1=C(F)N=CC=C1
OCC1=CC=C(C=C1)C(O)=O,O=C([At])C1=CC=C(CO)C=C1
NS(=O)(=O)c1ccc(cc1Cl)C(O)=O,NS(=O)(=O)C1=C(Cl)C=C(C(=O)[At])C=C1
CC1=C(I)C=C(C=C1)C(O)=O,CC1=CC=C(C(=O)[At])C=C1I
CC1=CC(=CN=C1F)C(O)=O,CC1=CC(C(=O)[At])=CN=C1F
CC(CC(O)=O)C(F)(F)F,CC(CC(=O)[At])C(F)(F)F
OC(=O)CP(O)(O)=O,O=C([At])CP(=O)(O)O
CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)[At]
CC1=CC(C=O)=C(C)C=C1,CC1=CC(C[At])=C(C)C=C1
FC1=CC(C=O)=C(Cl)C=C1,FC1=CC(C[At])=C(Cl)C=C1
CC1=CC=CC2=NC(=CN12)C(O)=O,CC1=CC=CC2=NC(C(=O)[At])=CN12
OC(=O)CCCCC1=CC=C(O)C=C1,O=C([At])CCCCC1=CC=C(O)C=C1
CC(CC1=CC=CC=C1)C(O)=O,CC(CC1=CC=CC=C1)C(=O)[At]
CC(OC1=C(Cl)C=C(Cl)C=C1)C(O)=O,CC(OC1=CC=C(Cl)C=C1Cl)C(=O)[At]
OC(C(O)=O)C1=CC=CC=C1,O=C([At])C(O)C1=CC=CC=C1
COC1=CC=C(CC(O)=O)C=C1O,COC1=C(O)C=C(CC(=O)[At])C=C1
O=CC1=NC=CC=C1,[At]CC1=CC=CC=N1
OC(=O)C1CCC(=O)NC1,O=C1CCC(C(=O)[At])CN1
OC(=O)CCC1=CC=C(O)C=C1,O=C([At])CCC1=CC=C(O)C=C1
OC(=O)C1=NNC=C1,O=C([At])C1=NNC=C1
CC(C)(C)OC(=O)NCC(=O)NCC(=O)NCC(O)=O,CC(C)(C)OC(=O)NCC(=O)NCC(=O)NCC(=O)[At]
CCOCC(O)=O,CCOCC(=O)[At]
OC(=O)C1=C(N=NS1)C1=CC=CC=C1,O=C([At])C1=C(C2=CC=CC=C2)N=NS1
OC(=O)\\C=C\\C1=CC(Cl)=C(Cl)C=C1,O=C([At])/C=C/C1=CC=C(Cl)C(Cl)=C1
OC(=O)\\C=C\\C1=CC(F)=C(F)C=C1,O=C([At])/C=C/C1=CC=C(F)C(F)=C1
FC1=CC=C(C=C1)N1C=C(C=O)C=N1,FC1=CC=C(N2C=C(C[At])C=N2)C=C1
O=CC1=CC=C(C=C1)C1=CC=CC=C1,[At]CC1=CC=C(C2=CC=CC=C2)C=C1
CC1=C(SC2=C1C=CC=C2)C(O)=O,CC1=C(C(=O)[At])SC2=C1C=CC=C2
OC(=O)C1=CC(Br)=CS1,O=C([At])C1=CC(Br)=CS1
CC1=CC(CC(O)=O)=CC(C)=C1,CC1=CC(CC(=O)[At])=CC(C)=C1
OC(=O)c1ccc2ncccc2c1,O=C([At])C1=CC2=CC=CN=C2C=C1
OC(=O)C1=NC2=CC=C(Br)C=C2C=C1,O=C([At])C1=NC2=C(C=C1)C=C(Br)C=C2
OC(=O)C1=C(CC2=CC=CC=C2)C=CC=C1,O=C([At])C1=CC=CC=C1CC1=CC=CC=C1
OC(=O)C1=C(Br)C=CS1,O=C([At])C1=C(Br)C=CS1
[O-][N+](=O)C1=C(C=O)C=CC=C1,O=[N+]([O-])C1=CC=CC=C1C[At]
COC1=CC2=CC(C=O)=C(Cl)N=C2C=C1,COC1=CC2=C(C=C1)N=C(Cl)C(C[At])=C2
CN(C)C(=O)C(O)=O,CN(C)C(=O)C(=O)[At]
CC1CCC=C(C)C1C=O,CC1=CCCC(C)C1C[At]
NC(=O)C1=C(C=CC=C1)C(O)=O,NC(=O)C1=CC=CC=C1C(=O)[At]
OC(=O)CC1=CC=C2C=CC=CC2=C1,O=C([At])CC1=CC2=CC=CC=C2C=C1
O=CC1=CC2=C(OCCO2)C=C1,[At]CC1=CC=C2OCCOC2=C1
OC(=O)CNC(=O)C1=CC=CC=C1,O=C([At])CNC(=O)C1=CC=CC=C1
FC(F)OC1=C(C=O)C=CC=C1,FC(F)OC1=CC=CC=C1C[At]
O=CC1=NNC=N1,[At]CC1=NNC=N1
CC1=C(Br)C=C(C=C1)C(O)=O,CC1=CC=C(C(=O)[At])C=C1Br
OC(=O)C1=CC=C(F)C=C1[N+]([O-])=O,O=C([At])C1=C([N+](=O)[O-])C=C(F)C=C1
C[C@@H](CC(O)=O)C1=CC=CC=C1,C[C@@H](CC(=O)[At])C1=CC=CC=C1
OC(=O)C1=CC=C(N=C1)[N+]([O-])=O,O=C([At])C1=CN=C([N+](=O)[O-])C=C1
CC(CC(O)=O)C1=CC=CC=C1,CC(CC(=O)[At])C1=CC=CC=C1
OC(=O)C1=CSC(=N1)C1=CC=CC=C1,O=C([At])C1=CSC(C2=CC=CC=C2)=N1
O=CC1=CN2C=CSC2=N1,[At]CC1=CN2C=CSC2=N1
OC(=O)C1=COC=C1,O=C([At])C1=COC=C1
COC1=C(C=O)C=CC=C1,COC1=CC=CC=C1C[At]
CCCCCC\\C=C\\C(O)=O,CCCCCC/C=C/C(=O)[At]
OC1=C(C=O)C=CC=C1,OC1=CC=CC=C1C[At]
CN(C)C1=C(C=CC=C1)C(O)=O,CN(C)C1=CC=CC=C1C(=O)[At]
ClC1=CC(C=O)=CC(Cl)=C1,ClC1=CC(C[At])=CC(Cl)=C1
O=CCC1=CC=CC=C1,[At]CCC1=CC=CC=C1
CCOC1=CC=CC(C=O)=C1,CCOC1=CC=CC(C[At])=C1
OCC1=CC=C(O1)C=O,OCC1=CC=C(C[At])O1
OC(=O)c1ccccc1C#N,N#CC1=C(C(=O)[At])C=CC=C1
CC(C)(C)OC(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,CC(C)(C)OC(=O)N[C@H](CC1=CC=CC=C1)C(=O)[At]
CCC1=NC(C)=C(N1)C=O,CCC1=NC(C)=C(C[At])N1
OC[C@H](O)[C@@H](O)[C@H](O)C=O,OC[C@H](O)[C@@H](O)[C@H](O)C[At]
OC(=O)C1CC(F)(F)C1,O=C([At])C1CC(F)(F)C1
OC(=O)C1=CC=NN1C1=CC=CC=C1,O=C([At])C1=CC=NN1C1=CC=CC=C1
FC(F)(F)C1=CC=CC(C=O)=C1Cl,FC(F)(F)C1=CC=CC(C[At])=C1Cl
CC(C(O)=O)C1=CC=C(Cl)C=C1,CC(C(=O)[At])C1=CC=C(Cl)C=C1
OC(=O)C1(O)CCCCC1,O=C([At])C1(O)CCCCC1
O[C@H]1CC[C@H](CC1)C(O)=O,O=C([At])[C@H]1CC[C@@H](O)CC1
BrC1=CSC(C=O)=C1,BrC1=CSC(C[At])=C1
CN1C=C(C=O)C=N1,CN1C=C(C[At])C=N1
OC1=C(C=CC(C=O)=C1)[N+]([O-])=O,O=[N+]([O-])C1=C(O)C=C(C[At])C=C1
OC(=O)C1=CC(Br)=CN=C1,O=C([At])C1=CN=CC(Br)=C1
FC1=CC(C=O)=CN=C1,FC1=CC(C[At])=CN=C1
OC(=O)C1=C(C=CC=C1)C1=CC=CC=C1,O=C([At])C1=CC=CC=C1C1=CC=CC=C1
OC(=O)C1=NNC2=CC=C(Cl)C=C12,O=C([At])C1=NNC2=CC=C(Cl)C=C12
OC(=O)c1ccc2[nH]ccc2c1,O=C([At])C1=CC2=C(C=C1)NC=C2
CC1=C(C=C(O)C=C1)C(O)=O,CC1=CC=C(O)C=C1C(=O)[At]
OCC1CCC(CC1)C(O)=O,O=C([At])C1CCC(CO)CC1
OC(=O)CCN1C(=O)C2=C(C=CC=C2)C1=O,O=C([At])CCN1C(=O)C2=C(C=CC=C2)C1=O
OC(=O)C1=C(Cl)C=C(F)C=C1,O=C([At])C1=CC=C(F)C=C1Cl
C[C@@H](N(C)C(=O)OC(C)(C)C)C(O)=O,C[C@H](C(=O)[At])N(C)C(=O)OC(C)(C)C
CC1=C(OC=N1)C(O)=O,CC1=C(C(=O)[At])OC=N1
FC1=CC(=CC=C1C=O)C#N,N#CC1=CC(F)=C(C[At])C=C1
COC1=CC=CN=C1C(O)=O,COC1=C(C(=O)[At])N=CC=C1
CC1=NC=C(N=C1)C(O)=O,CC1=CN=C(C(=O)[At])C=N1
OC(=O)C1=CC=C(Br)C(=C1)C(F)(F)F,O=C([At])C1=CC(C(F)(F)F)=C(Br)C=C1
CCSCC(O)=O,CCSCC(=O)[At]
CC(C)(NC(=O)OCC1=CC=CC=C1)C(O)=O,CC(C)(NC(=O)OCC1=CC=CC=C1)C(=O)[At]
CC1=C(C=CC(=C1)[N+]([O-])=O)C(O)=O,CC1=CC([N+](=O)[O-])=CC=C1C(=O)[At]
[O-][N+](=O)C1=CC(Br)=CC(C=O)=C1,O=[N+]([O-])C1=CC(Br)=CC(C[At])=C1
OC(=O)C1=CC(=CN=C1)C(F)(F)F,O=C([At])C1=CN=CC(C(F)(F)F)=C1
OC(=O)[C@@H]1CCC(=O)N1,O=C1CC[C@@H](C(=O)[At])N1
CC1=CC(C(O)=O)=C(C)O1,CC1=CC(C(=O)[At])=C(C)O1
CC(C)(C)OC(=O)N1CCC[C@@H]1C(O)=O,CC(C)(C)OC(=O)N1CCC[C@@H]1C(=O)[At]
COC1=CC(OC)=C(C=O)C=C1OC,COC1=CC(OC)=C(OC)C=C1C[At]
